"ID_REF"	"GSM4869092"	"GSM4869093"	"GSM4869094"	"GSM4869095"	"GSM4869096"	"GSM4869097"	"GSM4869098"	"GSM4869099"	"GSM4869100"	"GSM4869101"	"GSM4869102"	"GSM4869103"	"GSM4869104"	"GSM4869105"	"GSM4869106"	"GSM4869107"	"GSM4869108"	"GSM4869109"	"GSM4869110"	"GSM4869111"	"GSM4869112"	"GSM4869113"	"GSM4869114"	"GSM4869115"	"GSM4869116"	"GSM4869117"	"GSM4869118"	"GSM4869119"	"GSM4869120"	"GSM4869121"	"GSM4869122"	"GSM4869123"	"GSM4869124"	"GSM4869125"	"GSM4869126"	"GSM4869127"	"GSM4869128"	"GSM4869129"	"GSM4869130"	"GSM4869131"	"GSM4869132"	"GSM4869133"	"GSM4869134"	"GSM4869135"	"GSM4869136"	"GSM4869137"	"GSM4869138"
"BCL2L2"	10.521	9.224	10.579	9.585	10.143	8.7977	10.522	9.1472	8.9687	10.124	10.303	9.3966	8.9337	10.399	10.566	9.676	8.983	10.16	10.497	9.6239	8.6402	9.8486	10.534	9.3197	8.7108	9.8994	10.452	9.2877	8.7074	9.6348	10.519	8.96	8.9425	9.8688	9.9366	9.4878	8.8796	9.9542	10.339	9.2644	10.373	10.801	10.331	9.4635	9.0251	9.9527	10.185
"BDNF"	6.5078	7.3923	8.2668	8.1293	4.3219	6.7682	6.8948	8.2432	7.5314	5.858	7.3129	7.8948	7.9129	4.3219	7.7549	7.5774	7.4998	6.1898	7.2192	8.4094	7.0875	5.858	6.4429	8.1447	7.0112	6.6147	7.1599	8.0389	7.3398	4.3219	4.3219	7.7415	6.9189	5.8329	4.3219	8.0334	7.6653	6.2288	6.4757	8.0607	4.3219	4.3219	7.1293	8.9425	6.9773	7.0112	7.0224
"BECN1"	10.314	9.375	10.433	9.6221	10.118	8.9744	10.558	9.5216	9.2854	9.9915	10.106	9.3923	9.4305	10.41	10.361	9.543	9.3332	10.083	10.345	9.4615	9.1923	9.9099	10.281	9.3106	9.2992	9.8486	10.23	9.2785	8.9099	9.5868	10.067	9.224	9.0334	9.8408	10.174	9.3685	9.0795	9.8657	10.013	9.4574	9.7549	9.9986	10.131	9.4594	9.1649	9.9701	10.087
"BID"	8.6366	8.2384	8.1497	8.7211	8.633	8.3354	8.1849	8.4959	8.1137	8	9.2095	8.543	8.5812	8.8734	9.4221	8.6511	8.4094	8.7748	9.4491	8.8549	8.4757	8.8486	9.2877	8.633	8.7004	9.0168	9.1724	8.6795	8.3174	8.4798	8.8202	8.2854	8.4676	8.8392	8.8549	8.4094	8.5353	9.0928	8.2761	8.8455	8.8826	9.1724	9.1007	8.4388	8.4388	8.4051	9.2384
"BIK"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"BIN1"	10.684	10.659	10.998	9.8041	11.797	10.257	11.095	10.063	10.625	11.651	10.384	9.9527	10.87	12.244	10.505	9.8719	10.238	11.367	10.758	10.098	10.216	11.151	10.719	10.146	10.681	11.044	10.71	9.8826	10.478	11.535	11.479	11.069	10.452	11.076	11.056	9.7814	10.715	10.99	11.227	10.02	11.211	11.774	10.726	9.8408	10.352	11.148	10.529
"BIRC2"	9.0875	9.3945	8.9337	9.8688	9.2715	9.6582	8.9366	9.1774	9.3287	8.7381	9.3038	9.5294	9.1799	8.8234	8.9629	9.403	9.6294	9.236	9.1699	9.4898	9.2264	9.1874	9.0471	9.4073	9.3815	8.8549	9.1799	9.5078	9.42	9.058	9.2877	9.0498	9.3197	9.2119	9.0471	9.4533	9.3923	9.0688	8.9248	9.4346	8.7245	8.7846	9.0848	9.6511	9.545	9.137	8.9773
"BIRC3"	5.5546	4.3219	5.3923	4.3219	6.5699	4.3219	6	4.3219	4.3219	5.7814	5.3923	4.3219	4.3219	7.2854	5.3576	4.3219	4.3219	5.8329	5.8329	4.3219	4.3219	6.5236	5.5546	4.3219	4.3923	6.3038	5.4594	4.3219	4.3219	7.0553	7.6511	4.3219	4.3219	5.9307	4.3219	4.3219	4.3219	6.3038	6.0661	4.3219	6.8948	6.6147	4.858	4.3219	4.3219	5.7814	4.6439
"BIRC5"	4.3219	5.1293	4.3219	4.3219	4.3219	5.1699	4.3219	5.5236	5.2854	6.0224	4.3219	4.3219	5.7549	4.3219	4.3219	4.3219	4.3219	5.6439	4.7004	4.4594	5.1293	4.3219	4.3219	4.3219	4.9069	5	4.3219	4.3219	5.0444	5.9542	7.2946	5.5236	6.2095	5.7004	6.1085	4.3219	5.585	4.9542	4.3219	4.3923	6.1293	7.0334	4.4594	4.3923	4.7549	4.3219	4.3219
"BLK"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"BLM"	5.7004	7.3038	5.7549	6.8455	6.1497	5.4919	6.3038	6.1898	6.5392	5.9542	5.4263	6.9773	6.9773	7.0112	5.2854	7.3487	6.3923	5.7004	5.7279	6.4263	6.0661	4.3219	5.3923	6.0444	6.585	6.0444	5.858	7.4179	6.5699	6.1293	4.3219	6.5078	6.3923	6.0875	6.5236	6.3923	6.7682	5.9069	6.2288	6.5078	6.3398	4.3219	5.6439	6.3038	6.8329	5.585	5.9307
"BLNK"	5.7004	5.7279	4.9542	4.3219	4.3219	4.3219	4.3219	4.3219	4.7549	6	5.6439	4.7004	4.3219	6.8826	4.858	4.3219	4.9069	6.2668	5.0875	4.3219	4.3219	7.0224	5.2095	4.3219	5.4919	6.1293	4.4594	4.3923	4.3219	6.2479	6.7549	4.3923	4.3219	6	4.3219	4.3219	4.585	5.3576	4.3219	4.3219	7.0661	7.4346	5.3219	4.3219	4.3219	5	5.3923
"BMI1"	8.9513	8.683	8.6439	8.8796	9.9248	9.7415	9.098	9.0634	8.7879	8.633	9.2216	9.1111	9.3531	9.9944	9.1874	9.1421	8.7515	8.7748	9.2021	9.1599	8.7977	8.8826	8.9513	8.7616	8.6653	9.0028	9.1472	8.8734	8.8704	9.1997	9.8842	9.7977	8.983	9.0607	9.1849	8.9366	8.9629	9.1948	8.7039	8.8424	9.0084	9.1007	8.9396	8.96	9.1085	8.9129	8.8857
"BNIP3"	11.941	10.666	11.992	10.87	11.157	10.128	11.621	10.657	10.654	11.727	11.923	10.987	10.166	10.623	12.036	11.195	10.628	11.639	12.095	11.027	10.47	11.075	11.895	10.767	10.316	11.574	12.173	11.235	10.036	11.027	10.738	9.6671	10.167	11.186	11.719	11.04	10.047	11.354	11.451	10.662	10.93	11.039	11.963	10.924	10.26	11.755	11.803
"BNIP3L"	11.125	10.506	10.719	10.672	10.606	10.024	10.804	10.404	10.6	10.539	11.189	10.702	10.242	10.515	11.41	10.86	10.391	10.983	11.431	10.713	10.385	10.733	11.2	10.543	10.326	10.854	11.432	10.691	10.317	10.416	9.9204	10.34	10.338	10.64	10.937	10.646	10.078	10.623	10.792	10.301	10.334	10.225	11.287	10.621	10.378	10.955	11.218
"BOK"	7.5157	8.9454	7.5236	8.224	10.191	8.5812	8.2046	8.4471	8.9099	8.8857	7.1189	8.5584	9.2923	10.657	7.3309	8.4471	8.4553	8.5196	8.098	8.5392	8.2527	8.9858	8.1699	8.1241	8.5118	7.983	7.8009	8.1241	8.5546	9.2095	9.3309	9.2854	8.5925	8.2192	8.7715	8.2384	8.8265	8.5736	8.4919	7.96	8.8074	9.4878	7.3576	8.1033	8.4959	8.2761	7.0444
"BOLA2"	5.3923	4.3219	5.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.1293	4.3219	4.3219	4.9542	4.3219	5.2095	4.3219	4.3219	4.9069	5.7814	4.5236	4.3219	4.3219	5	4.3219	4.3219	5.2095	5.3219	4.3219	4.3219	5.5546	6.9425	5.2095	4.3219	5.4594	4.3219	4.3219	4.4594	5.1293	5.5236	4.3219	4.3219	4.3219	5.2854	4.3219	4.3219	5	4.9069
"BRAF"	10.48	10.668	10.618	11.038	10.256	10.762	10.452	10.865	10.595	9.8234	10.628	10.96	10.597	9.2644	10.803	11.003	10.862	10.263	10.763	10.955	10.635	9.941	10.543	10.883	10.561	10.332	10.625	10.883	10.478	9.9801	9.0661	10.404	10.612	9.9337	10.339	10.933	10.508	10.308	10.232	10.719	9.8297	9.8234	10.654	10.995	10.655	10.214	10.62
"BRCA1"	5.3576	5.5236	5.3219	4.3923	6.5078	4.585	5.7004	5.0875	4.9542	6.0661	5.3923	4.8074	4.9542	6.8202	5	4.9069	4.7549	5.7814	5.0444	4.3219	4.3219	6.1085	5.3923	4.3219	5.2854	5.8329	5.7004	4.9069	4.3923	6	6.6147	5.2854	4.6439	5.8826	6.3576	4.6439	4.3923	5.2095	5.9773	4.585	6.858	6.8704	5.3219	4.6439	4.585	5.2479	4.9542
"BRD2"	10.682	10.902	10.436	11.093	10.476	11.161	10.503	11.012	10.664	9.9381	10.455	10.859	10.798	10.207	10.542	10.938	10.956	10.616	10.552	10.823	10.896	10.706	10.881	11.085	10.893	10.494	10.66	10.805	10.892	10.24	10.36	11.099	10.905	10.374	10.664	10.957	10.713	10.648	10.304	10.812	10.807	10.522	10.735	11.022	10.861	10.361	10.81
"BRD3"	8.9099	9.3151	9.1344	8.7846	9.5196	8.543	9.5774	8.7347	8.7482	9.1573	8.683	8.9915	8.7846	9.6221	8.9658	9.1573	9.0028	9.1059	8.5699	8.9542	8.6618	9.5469	8.9129	9.0112	8.9801	9.3399	8.7649	8.8329	8.6724	9.2095	9.8218	8.5392	8.7814	9.2854	9.5275	8.9542	8.9715	9.0028	9.3399	8.6724	9.6384	9.7313	8.9425	8.7944	8.7381	9.0498	8.9099
"BRD4"	11.105	10.965	11.281	10.644	12.067	11.216	11.87	11.15	11.353	11.703	11.053	10.617	11.366	11.712	11.125	10.665	10.832	11.345	10.979	10.49	10.956	11.471	11.164	10.558	10.94	11.506	11.089	10.484	10.96	11.741	11.957	11.747	11.154	11.651	11.482	10.642	11.117	11.783	11.337	10.647	11.753	11.723	11.171	10.478	11.288	11.306	11.019
"BTK"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.2095	4.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.0875	4.3219	4.3219	4.3219	6.7415	4.3219	4.3219	4.3219	5.3219	4.3219	4.3219	4.3219	5.8074	4.3219	4.3219	4.3219	5.4263	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	5.4594	4.3219
"C1QA"	6.0224	6.7944	5.4919	4.3219	6.5699	4.3219	4.3219	4.3219	7.6935	8.7549	6.5392	5.7279	7.6294	9.1599	5.6439	4.9069	5.9773	7.2668	5.7004	5.2479	4.9542	9.8533	6.0444	5	7.4998	8.7074	4.9069	5.3923	7.0334	8.9366	8.3399	6.7142	5.7549	9.0471	6.3038	5.1293	7.9715	8	4.9542	4.5236	8.7715	8.4757	6.0661	4.5236	6.9307	8.3923	6
"C1QB"	7.5699	8.5236	6.4263	5.7279	8.224	5.3923	6.1497	4.3219	8.9248	9.4051	8.7482	7.7549	8.5661	10.736	6.9887	5.9307	7.9944	9.0056	7.5469	6.6147	6.2668	11.499	7.2095	6.4094	9.5488	10.457	6.7142	6.9425	8.7313	10.384	10.054	8.0168	6.5236	10.298	6.7682	6.4094	9.8657	9.9744	6.9425	6.1293	10.024	9.8376	7.5546	5.858	8.8948	10.223	7.0444
"C1QC"	6.858	7.9069	5.7279	5.3219	7.4009	5.2095	5.585	4.3219	8.1396	8.4388	7.8765	6.5392	7.6724	9.8918	5.9542	5.1699	7.2384	8.2668	6.8826	6.0224	5.4263	10.678	6.1898	5.4919	8.7074	9.5906	5.9773	6.2854	7.6294	9.1573	8.8202	6.6724	5.9542	9.2167	6.7682	5.7279	9.1447	9.2021	6.0661	5.3923	9.5058	9.4878	6.858	5.2479	7.4919	9.1137	6.6439
"C3"	6.9887	7.8642	7.1997	6.6147	7.5925	5.1699	5.5236	5.0875	7.8265	7.6653	9.1215	7.7616	7.3837	9.817	7.6439	6.9658	7.7748	8.4676	7.8642	7.1497	5.8329	9.7499	7.0553	6.2854	8.3487	9.4073	6.4429	7.1085	7.2384	8.3129	9.0251	6.0661	6.1293	9.1137	6.9307	6.8455	8.8106	9.2336	6.3576	6.3398	9.0471	9.2644	8.2192	6.7142	8.0224	9.224	7.8265
"C3AR1"	5.5236	6.8202	6.0875	4.6439	6.1497	4.3219	4.3219	4.3219	6.3038	7.7944	6.1699	4.9069	6.9542	8.6221	5.4594	5	5.8826	7.3923	5.7004	4.5236	4.7004	9.3421	5.3576	4.585	7.1997	7.8826	5.1293	4.9069	5.8074	7.7347	7.6147	6.2668	5.0444	8.0928	6.4757	4.7549	7.3923	7.1599	5.4263	4.3219	8.4305	8.7039	5.4594	4.3219	6.1898	7.4512	5.6724
"C4A"	7.3398	8.611	6.6439	6.7279	7.5925	6.6724	7.0661	7.0334	9.0279	9.1972	7.2192	6.6294	8.4635	10.992	7.0224	6.4594	7.8202	8.8611	6.3923	6.5546	7.0768	10.353	6.9425	6.585	8.2715	9.5755	6.5236	6.4429	7.8826	9.8202	11.12	9.2785	9.0084	11.2	9.3707	6.8826	10.115	9.3106	9.0875	7.9542	10.303	10.082	7.2946	6.7004	10.284	10.102	7.3309
"C4orf14 (NOA1)"	8.8704	9.0362	9.1624	9.0084	9.0112	8.7582	9.1421	9.1189	8.8857	9.1849	8.8486	9.0279	8.9484	9.0028	9.0821	9.014	8.858	8.9069	9.0279	9.1319	8.817	8.4998	8.8857	9.0112	8.5314	8.9069	8.8074	8.8424	8.5925	8.6366	8.7245	8.7177	8.683	8.69	8.6073	8.8857	8.6439	8.7944	9.0279	8.8138	8.9278	8.8455	9.0715	9.0634	8.817	8.9278	8.8138
"C5AR1"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.7549	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.5546	7.1997	4.7004	4.3219	4.3219	4.3219	4.3219	4.5236	4.9069	4.3219	4.3219	6.2095	6.6865	4.3219	4.3219	6.1497	6.5392	4.3219
"C6"	4.3219	4.3219	4.3219	4.3219	4.3219	4.858	4.3219	4.3219	4.5236	4.3219	4.3219	4.3219	5.5546	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.3923	4.3219	4.3219	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.8074	4.3219	4.3219
"CABLES1"	9.6147	8.4051	9.224	8.1749	10.441	7.5314	10.511	8.5392	8.1189	9.224	9.6366	7.9887	7.5774	9.8918	9.4959	8.3264	7.7748	9.7928	8.6795	6.8826	8.2288	11.154	9.5275	7.098	7.7482	10.078	9.5078	9.0741	8.4094	9.9024	10.652	7.5314	8.3619	10.533	10.949	8.1241	7.6582	9.2923	10.251	8.6147	10.735	10.628	9.6618	7.2668	8.1241	9.3287	9.4939
"CALCOCO2"	8.9396	8.6935	8.8361	8.4553	9.9498	8.96	9.4136	8.5196	8.7515	8.96	8.6073	8.1189	9.1267	9.817	8.7846	8.4009	8.5118	9.4898	8.3966	8.0498	8.8329	10.169	8.8549	8.1799	8.69	9.4878	8.8642	8.6294	8.9009	9.5831	10.132	8.9915	8.9218	10.093	10.115	8.5925	9.0768	9.6795	9.2785	8.4635	9.6582	9.7928	8.7313	8.2336	9.4157	9.7482	8.8549
"CALR"	11.504	11.351	11.067	11.249	11.269	10.447	11.378	10.656	11.067	11.69	11.798	11.632	10.945	11.591	11.788	11.642	11.119	11.497	11.67	11.328	10.762	11.867	11.687	11.033	11.162	12.018	11.869	11.813	10.922	11.483	10.423	10.896	10.979	12.09	10.98	11.228	11.607	12.146	11.437	11.337	11.877	11.182	11.615	11.175	10.708	11.633	11.495
"CAMK4"	9.4898	10.751	9.7465	11.417	8.5962	10.7	9.7245	11.037	10.626	9.0362	9.9189	11.398	10.416	7.2854	10.123	11.232	10.723	9.3129	9.7665	11.498	10.599	7.6653	9.1267	11.189	10.675	8.8074	9.4574	11.174	10.366	8.3707	6.7549	10.464	10.752	8.3354	8.3837	11.171	10.355	8.7347	9.4998	10.991	7.858	7.9307	9.8734	11.39	10.369	8.9069	9.9307
"CASP1"	5	5.4594	4.9542	4.3219	4.3219	4.3219	4.3219	4.7549	5.2854	6.3398	5.8329	4.9069	5.5546	6.7549	5.1699	4.4594	5.1699	6.0444	5	5	5.3576	6.9189	5.2095	4.3219	5.585	6.4429	4.585	4.8074	4.9069	6.7415	6.8826	5.1699	4.3219	6.2668	4.3219	4.7549	6.0224	6.5699	5.2095	4.3219	6.858	6.5392	4.9542	4.3219	5.2854	6.4263	5.0444
"CASP2"	6.9189	7.4263	7.1497	7.3398	6.6582	7.7748	7.2288	6.9189	7.2479	6.8455	6.5999	7.5469	7.5546	7.7142	6.7944	7.1997	7.4676	6.9425	6.8826	7.3837	7.3309	7.3129	6.3923	7.3309	7.3398	6.7004	6.4919	7.4009	7.4838	6.9425	7.2479	7.5546	7.3309	6.9658	6.6294	7.3923	7.7211	7	7.1085	7.1189	6.858	7.2668	6.7814	7.3663	7.585	7.1497	6.5236
"CASP3"	7.4009	8.6618	7.4998	9.2946	7.6221	8.6511	7.4346	8.2715	8.6439	7.3487	8.0553	9.3966	8.4429	8.4305	7.8704	8.9773	9.2808	7.8704	7.8948	9.1724	8.3219	7.9425	7.5392	9.1997	8.8486	7.7142	7.858	9.1972	8.8234	7.7142	8.8202	8.611	8.7448	8.3923	7.6294	8.8297	9.4574	7.6147	7.8329	8.4635	8.2621	8.1344	7.8329	9.6724	9.6707	7.7347	7.6795
"CASP4"	4.3219	5.3923	4.9542	4.7004	6.3398	4.585	6	4.3219	6.3219	6.9189	5.5236	4.9069	5.9542	7.2384	5.1293	4.9069	5.3219	6.1293	4.5236	4.3219	5.7279	7.9248	5.2854	4.4594	5.3923	5.8074	4.3923	5.3576	5.7549	7.0112	7.4676	5.8826	4.5236	6.1497	6.2479	4.9542	6.5236	6.4429	5.858	4.3219	7.7944	7.9542	5.1293	4.3219	6.3038	6.3923	4.585
"CASP6"	5.9069	6.0444	6.2288	6.4429	7.9887	7.6865	6.7004	6.3398	7.2192	7.1497	6.0875	5.7814	7.96	7.8202	5.8329	5.6147	6.5236	6.4757	5.4263	5.3923	6.8329	7.6653	5.8074	5.8074	6.7814	6.8948	4.7549	5.4594	7.2288	7.1997	8.1799	8.0168	7.3398	7.1997	7.2479	5.4919	7.1898	7.1599	6.2854	6.2288	7.2384	7.1293	5.9542	5.4919	7.6653	7.4263	6.2854
"CASP7"	5.9069	5.7279	6.3219	5.585	7.375	5.2095	6.7944	5.6724	6.3576	6.8455	6.2288	5.3923	6.4263	7.858	6.5392	5.7004	5.2854	6.858	5.8826	4.8074	5.7004	8.3923	6.3923	4.6439	5.585	6.9189	6.4594	6.1497	6.3219	7.6439	8.5078	6.4919	6.0875	7.6366	7.8517	5.4594	6.2095	7	7.1997	5.7814	7.7482	7.8455	5.7279	4.6439	6.2095	6.4263	6.1085
"CASP8"	4.9069	5.5546	4.858	4.3219	4.3219	4.3219	4.3219	4.7549	5	6.4429	5	4.3219	5.3219	7.5157	4.3923	4.5236	4.6439	5.9307	4.9069	4.585	4.3219	7.3398	4.7549	4.3923	5.1699	6.1293	4.3219	4.3219	4.3219	6.4263	7.2946	4.8074	4.3219	6.4594	4.3219	4.3923	5.0875	5	5.2479	4.3219	6.858	7.0875	4.7549	4.3219	5.3219	5.9307	4.8074
"CASP9"	7.9366	8.5774	8.1293	8.2715	8.4346	8.6865	8.3794	8.5118	8.6402	8.4136	7.7415	7.5774	8.6795	8.3129	7.8642	7.8948	8.0224	8.0112	7.8138	7.8642	8.3487	7.5546	7.5157	8.0821	8.2384	8.0168	7.6366	7.7482	8.3663	8.4388	8.3619	8.9248	8.4429	8.1948	8.2668	7.96	8.4179	8.0444	8.1085	8.2527	8.4179	8.2288	8.2715	8.1344	8.4635	7.9129	7.8517
"CASS4"	4.3219	4.3219	4.3219	4.3219	4.3219	6.3398	4.3219	4.9542	4.3219	4.3219	4.3923	4.3219	5.5546	4.3219	4.3219	4.3219	4.9542	4.3219	4.3923	4.3219	5.2479	4.3219	4.3219	4.3219	4.3219	4.3219	4.4594	4.3923	5.3576	4.3219	4.3219	5.8329	5.6439	5.2854	4.3219	4.3219	5.2479	4.3219	4.3219	4.3923	4.3219	6.6147	4.3219	4.3923	5.2095	4.3219	4.3219
"CCDC127"	9.3376	8.8796	8.9484	8.8202	8.9744	8.6257	8.7649	8.6439	8.8918	8.9972	9.2854	9.1085	8.7977	8.7879	9.3129	9.0795	8.9366	8.983	9.3509	9.1215	8.8517	9.2503	9.2854	9.0224	8.8765	9.2143	9.2621	9.0634	8.6073	8.6795	8.4878	8.3531	8.7748	9.0954	9.0028	8.8392	8.5275	8.7381	8.9189	8.8642	8.388	8.4594	9.2143	8.9744	8.5962	8.7814	9.2192
"CCL2"	5.0875	5.5236	5.1699	4.3923	6.1497	4.3219	4.3219	4.3219	6.9658	7.5157	5.3219	4.3219	5.9773	9.5507	5.2479	4.3219	5.2479	6.375	4.6439	4.3219	4.3219	7.1799	4.858	4.3219	5.2479	6.9307	4.3219	4.3219	4.3219	6.6439	7.7549	4.9542	4.3219	6.8202	6.0444	4.3219	6.3923	8.6184	4.3219	4.3219	8.0444	7.983	4.3923	4.3219	7.0661	8.5699	4.8074
"CCL3"	4.3219	5.6439	5.6724	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.3398	4.3219	4.3219	5.9773	7.7142	5.8074	4.4594	4.3219	5.7549	4.3219	4.3219	4.3219	6.8202	6.9189	4.3219	6	6.2095	4.3219	4.3219	4.3219	5.7549	8.3174	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	7.8826	8.1849	4.3219	4.3219	4.3219	5.5546	4.3219
"CCL4"	4.7004	5.3219	7.4757	4.4594	4.3219	4.3219	5.7549	4.3219	4.7004	5.9069	5.0444	4.3219	5	7.5157	4.3219	4.3219	4.7549	5.9069	4.3219	4.3219	4.3219	7.3923	4.7004	4.3219	5.4594	5.6724	4.3219	4.3219	4.3219	6.1699	7.1497	4.585	4.3219	5.5236	4.3219	4.3219	4.3923	4.3219	4.858	4.3219	7.6221	8.1344	4.585	4.3219	4.7004	6.6865	4.3219
"CCL5"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.3576	6.6147	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"CCL7"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"CCNG2"	9.7698	11.156	9.9189	11.132	9.6952	11.546	10.159	10.974	11.069	9.5755	9.7448	11.356	11.107	9.1997	10.107	11.48	10.92	9.2923	9.4737	11.405	11.071	9.8933	9.2808	11.032	10.592	9.3945	9.7279	11.302	11.29	9.4388	9.5275	10.687	11.397	9.8265	9.8564	11.01	10.696	9.3129	9.7616	10.926	9.4838	9.5527	9.5622	11.301	10.804	9.3129	9.6239
"CCNI"	13.028	13.217	13.137	13.74	13.172	12.874	13.568	13.24	12.92	12.262	13.125	13.493	12.637	13.565	13.392	13.403	13.254	12.465	13.328	13.51	12.934	13.064	13.247	13.427	12.965	12.748	13.398	13.627	12.74	12.84	13.723	12.358	12.926	12.868	13.102	13.339	13.233	13.032	13.068	13.154	12.915	13.409	12.802	13.568	13.814	12.426	12.989
"CCR2"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"CCR5"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"CD109"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.585	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.5236	4.3219	4.3219	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.3923	4.3219	4.4594	4.9542	4.3219
"CD14"	6.6147	7.7279	6.7415	7.2192	7.0444	6.7279	6.1497	7.3837	8.7781	9.4388	7.1799	7.2668	9.2432	11.168	6.1497	6.9189	7.3576	7.8202	6.6865	7.5774	7.1699	9.5411	6.585	6.9773	8.0389	8.6147	6.0661	7.4009	7.4757	9.2668	9.716	8.8041	7.0444	8.7715	6.4757	7.1699	9.1573	9.5333	6.0224	7.2854	9.3966	9.1137	6.7682	7.0768	7.5999	8.8611	6.375
"CD163"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	7.4512	6.9773	4.3219	4.3219	6.5999	9.2143	4.3219	4.3219	4.3219	4.4594	4.3219	4.3219	4.5236	8.8009	4.5236	4.3219	6.1085	5	4.3219	4.3219	5.0875	6.9425	7.4676	5.9069	4.585	6	4.3219	4.3219	7.3038	7.0444	4.3219	4.3219	7.858	7.5157	4.3219	4.3219	7.9307	8.7142	4.3219
